Key,Probability
2_4th_pass_12,0.12630338232173355
2_4th_pass_16,0.044596675708182376
2_4th_pass_20,0.02046716510484281
3_1st_run_0,0.14416078389310052
3_1st_run_4,0.5713187933096019
3_1st_run_8,0.21248638175436707
3_1st_run_12,0.05562787386112211
3_1st_run_16,0.012876395755040182
3_1st_run_20,0.0035297714267682467
3_1st_pass_0,0.05545461733604123
3_1st_pass_4,0.42330188131128293
3_1st_pass_8,0.3072036209226757
3_1st_pass_12,0.1375637306820292
3_1st_pass_16,0.05125662512563578
3_1st_pass_20,0.02521952462233512
3_2nd_run_0,0.11793039382315575
3_2nd_run_4,0.5461476322616754
3_2nd_run_8,0.23970821518400076
3_2nd_run_12,0.07165654583394976
3_2nd_run_16,0.018671398332162803
3_2nd_run_20,0.005885814565055547
3_2nd_pass_0,0.13204670798488666
3_2nd_pass_4,0.561000655703477
3_2nd_pass_8,0.2247861057794851
3_2nd_pass_12,0.06246540267220135
3_2nd_pass_16,0.015250785181488924
3_2nd_pass_20,0.004450342678460895
3_3rd_run_0,0.141896816334872
3_3rd_run_4,0.569545352056962
3_3rd_run_8,0.21474753171090877
3_3rd_run_12,0.056839631560012926
3_3rd_run_16,0.013286520413802183
3_3rd_run_20,0.0036841479234420715
3_3rd_pass_0,0.039762202829094
3_3rd_pass_4,0.36651373148727223
3_3rd_pass_8,0.31841153654230525
3_3rd_pass_12,0.1648613274309647
3_3rd_pass_16,0.0697760535156069
3_3rd_pass_20,0.04067514819475693
3_4th_run_0,0.12016150694177272
3_4th_run_4,0.548718250123778
3_4th_run_8,0.2373107594924483
3_4th_run_12,0.07010629819299075
3_4th_run_16,0.018076121376132903
3_4th_run_20,0.005627063872877369
3_4th_pass_0,0.15577714700411585
3_4th_pass_4,0.5793923544943531
3_4th_pass_8,0.2011634435707994
3_4th_pass_12,0.04984195705977679
3_4th_pass_16,0.01098216970133259
3_4th_pass_20,0.002842928169622283
